,temp,weather,market_value_diff,form_goal_diff,form_win_diff,HF_AD,HF_AG,HM_AM,HD_AF,HG_AF,best_player_diff,worst_player_diff,variance_players_diff,age_diff,goal_diff
712,14,Clear,-599710000,3.0,2.1999999999999997,0.6734848484848612,-9.258333333333326,-6.055555555555557,-13.49494949494948,-71.22222222222221,-14.0,-8.0,-7.353025201510051,-1.0707070707070727,1
713,16,Cloudy,-573550000,-0.6000000000000001,0.19999999999999996,-17.987373737373737,-24.80555555555555,-10.527777777777786,-14.404040404040401,-2.2222222222222143,-13.0,-22.0,28.545454545454547,-1.1818181818181799,-2
714,6,Cloudy,-566230000,-1.8,-0.7999999999999999,-3.6535353535353607,-11.444444444444443,-5.5,-13.736225895316807,-3.5833333333333286,-12.0,-13.0,-5.7952249770431585,-1.3434343434343425,-5
715,17,Cloudy,-594760000,0.6000000000000003,0.8,-5.737373737373744,-12.555555555555557,-9.979166666666671,-11.912878787878782,-5.291666666666671,-16.0,-6.0,-12.59504132231405,-2.0,-2
716,16,Cloudy,-542430000,1.7999999999999998,1.6,-8.808080808080803,-17.694444444444443,-5.763888888888886,-30.628787878787875,-11.833333333333329,-10.0,-15.0,11.454545454545453,-2.0,0
717,6,Showers,-588550000,2.220446049250313e-16,-1.0,-5.369318181818187,-12.1875,-19.763888888888893,-14.62878787878789,-11.083333333333329,-12.0,-9.0,-7.851239669421489,-0.18181818181817988,-2
718,7,Cloudy,-576220000,0.20000000000000018,-0.40000000000000013,-8.065656565656568,-15.111111111111114,-4.9722222222222285,-8.840909090909093,-70.83333333333334,-9.0,-15.0,1.5712937455361686,-2.2272727272727266,0
719,11,Cloudy,-629250000,-2.0,-1.4,-6.806818181818187,-13.625,-8.291666666666671,-11.757575757575765,-9.666666666666671,-14.0,-12.0,-5.454545454545454,0.0,-1
720,2,Cloudy,-8550000,1.2000000000000002,0.8,9.602272727272734,1.625,1.625,-5.446969696969688,-1.5833333333333286,1.0,4.0,-7.685950413223139,-1.0,-3
721,12,Cloudy,-476100000,0.19999999999999996,0.19999999999999996,-6.272727272727266,-14.25,-12.375,-9.59848484848483,-1.0833333333333286,-9.0,-14.0,-5.607897153351708,-3.434343434343436,-2
