Year,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,RoundID,MatchID,Home Team Initials,Away Team Initials
1930,Pocitos,Montevideo ,France,4,1,Mexico,4444,201,1096,FRA,MEX
1930,Parque Central,Montevideo ,USA,3,0,Belgium,18346,201,1090,USA,BEL
1930,Parque Central,Montevideo ,Yugoslavia,2,1,Brazil,24059,201,1093,YUG,BRA
1930,Pocitos,Montevideo ,Romania,3,1,Peru,2549,201,1098,ROU,PER
1930,Parque Central,Montevideo ,Argentina,1,0,France,23409,201,1085,ARG,FRA
1930,Parque Central,Montevideo ,Chile,3,0,Mexico,9249,201,1095,CHI,MEX
1930,Parque Central,Montevideo ,Yugoslavia,4,0,Bolivia,18306,201,1092,YUG,BOL
1930,Parque Central,Montevideo ,USA,3,0,Paraguay,18306,201,1097,USA,PAR
1930,Estadio Centenario,Montevideo ,Uruguay,1,0,Peru,57735,201,1099,URU,PER
1930,Estadio Centenario,Montevideo ,Chile,1,0,France,2000,201,1094,CHI,FRA
1930,Estadio Centenario,Montevideo ,Argentina,6,3,Mexico,42100,201,1086,ARG,MEX
1930,Estadio Centenario,Montevideo ,Brazil,4,0,Bolivia,25466,201,1091,BRA,BOL
1930,Estadio Centenario,Montevideo ,Paraguay,1,0,Belgium,12000,201,1089,PAR,BEL
1930,Estadio Centenario,Montevideo ,Uruguay,4,0,Romania,70022,201,1100,URU,ROU
1930,Estadio Centenario,Montevideo ,Argentina,3,1,Chile,41459,201,1084,ARG,CHI
1930,Estadio Centenario,Montevideo ,Argentina,6,1,USA,72886,202,1088,ARG,USA
1930,Estadio Centenario,Montevideo ,Uruguay,6,1,Yugoslavia,79867,202,1101,URU,YUG
1930,Estadio Centenario,Montevideo ,Uruguay,4,2,Argentina,68346,405,1087,URU,ARG
1934,Stadio Benito Mussolini,Turin ,Austria,3,2,France,16000,204,1104,AUT,FRA
1934,Giorgio Ascarelli,Naples ,Hungary,4,2,Egypt,9000,204,1119,HUN,EGY
1934,San Siro,Milan ,Switzerland,3,2,Netherlands,33000,204,1133,SUI,NED
1934,Littorale,Bologna ,Sweden,3,2,Argentina,14000,204,1102,SWE,ARG
1934,Giovanni Berta,Florence ,Germany,5,2,Belgium,8000,204,1108,GER,BEL
1934,Luigi Ferraris,Genoa ,Spain,3,1,Brazil,21000,204,1111,ESP,BRA
1934,Nazionale PNF,Rome ,Italy,7,1,USA,25000,204,1135,ITA,USA
1934,Littorio,Trieste ,Czechoslovakia,2,1,Romania,9000,204,1141,TCH,ROU
1934,Stadio Benito Mussolini,Turin ,Czechoslovakia,3,2,Switzerland,12000,418,1143,TCH,SUI
1934,San Siro,Milan ,Germany,2,1,Sweden,3000,418,1129,GER,SWE
1934,Giovanni Berta,Florence ,Italy,1,1,Spain,35000,418,1122,ITA,ESP
1934,Littorale,Bologna ,Austria,2,1,Hungary,23000,418,1106,AUT,HUN
1934,Giovanni Berta,Florence ,Italy,1,0,Spain,43000,418,1123,ITA,ESP
1934,San Siro,Milan ,Italy,1,0,Austria,35000,3492,1107,ITA,AUT
1934,Nazionale PNF,Rome ,Czechoslovakia,3,1,Germany,15000,3492,1130,TCH,GER
1934,Giorgio Ascarelli,Naples ,Germany,3,2,Austria,7000,3491,1105,GER,AUT
1934,Nazionale PNF,Rome ,Italy,2,1,Czechoslovakia,55000,3490,1134,ITA,TCH
1938,Parc des Princes,Paris ,Switzerland,1,1,Germany,27152,206,1165,SUI,GER
1938,Velodrome Municipale,Reims ,Hungary,6,0,Dutch East Indies,9000,206,1173,HUN,INH
1938,Stade Olympique,Colombes ,France,3,1,Belgium,30454,206,1146,FRA,BEL
1938,Stade Municipal,Toulouse ,Cuba,3,3,Romania,7000,206,1156,CUB,ROU
1938,Stade V´è_lodrome,Marseilles ,Italy,2,1,Norway,19000,206,1179,ITA,NOR
1938,Stade de la Meinau,Strasbourg ,Brazil,6,5,Poland,13452,206,1150,BRA,POL
1938,Cavee Verte,Le Havre ,Czechoslovakia,3,0,Netherlands,11000,206,1172,TCH,NED
1938,Stade Municipal,Toulouse ,Cuba,2,1,Romania,8000,206,1157,CUB,ROU
1938,Parc des Princes,Paris ,Switzerland,4,2,Germany,20025,206,1166,SUI,GER
1938,Stade du Parc Lescure,Bordeaux ,Brazil,1,1,Czechoslovakia,22021,429,1152,BRA,TCH
1938,Victor Boucquey,Lille ,Hungary,2,0,Switzerland,15000,429,1175,HUN,SUI
1938,Fort Carree,Antibes ,Sweden,8,0,Cuba,7000,429,1158,SWE,CUB
1938,Stade Olympique,Colombes ,Italy,3,1,France,58455,429,1164,ITA,FRA
1938,Stade du Parc Lescure,Bordeaux ,Brazil,2,1,Czechoslovakia,18141,429,1153,BRA,TCH
1938,Parc des Princes,Paris ,Hungary,5,1,Sweden,20000,3489,1176,HUN,SWE
1938,Stade V´è_lodrome,Marseilles ,Italy,2,1,Brazil,33000,3489,1149,ITA,BRA
1938,Stade du Parc Lescure,Bordeaux ,Brazil,4,2,Sweden,12000,3488,1151,BRA,SWE
1938,Stade Olympique,Colombes ,Italy,4,2,Hungary,45000,3487,1174,ITA,HUN
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,Brazil,4,0,Mexico,81649,208,1187,BRA,MEX
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,England,2,0,Chile,29703,208,1192,ENG,CHI
1950,Durival de Brito,Curitiba ,Spain,3,1,USA,9511,208,1208,ESP,USA
1950,Pacaembu,Sao Paulo ,Sweden,3,2,Italy,36502,208,1219,SWE,ITA
1950,Independencia,Belo Horizonte ,Yugoslavia,3,0,Switzerland,7336,208,1230,YUG,SUI
1950,Pacaembu,Sao Paulo ,Brazil,2,2,Switzerland,42032,208,1188,BRA,SUI
1950,Eucaliptos,Porto Alegre ,Yugoslavia,4,1,Mexico,11078,208,1225,YUG,MEX
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,Spain,2,0,Chile,19790,208,1193,ESP,CHI
1950,Durival de Brito,Curitiba ,Sweden,2,2,Paraguay,7903,208,1228,SWE,PAR
1950,Independencia,Belo Horizonte ,USA,1,0,England,10151,208,1202,USA,ENG
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,Brazil,2,0,Yugoslavia,142429,208,1191,BRA,YUG
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,Spain,1,0,England,74462,208,1199,ESP,ENG
1950,Pacaembu,Sao Paulo ,Italy,2,0,Paraguay,25811,208,1218,ITA,PAR
1950,Independencia,Belo Horizonte ,Uruguay,8,0,Bolivia,5284,208,1185,URU,BOL
1950,Eucaliptos,Porto Alegre ,Switzerland,2,1,Mexico,3580,208,1222,SUI,MEX
1950,Ilha do Retiro,Recife ,Chile,5,2,USA,8501,208,1194,CHI,USA
1950,Pacaembu,Sao Paulo ,Uruguay,2,2,Spain,44802,209,1207,URU,ESP
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,Brazil,7,1,Sweden,138886,209,1189,BRA,SWE
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,Brazil,6,1,Spain,152772,209,1186,BRA,ESP
1950,Pacaembu,Sao Paulo ,Uruguay,3,2,Sweden,7987,209,1231,URU,SWE
1950,Pacaembu,Sao Paulo ,Sweden,3,1,Spain,11227,209,1206,SWE,ESP
1950,Maracan´è_ - Est´è_dio Jornalista M´è_rio Filho,Rio De Janeiro ,Uruguay,2,1,Brazil,173850,209,1190,URU,BRA
1954,Wankdorf Stadium,Berne ,Uruguay,2,0,Czechoslovakia,20500,211,1315,URU,TCH
1954,Hardturm,Zurich ,Austria,1,0,Scotland,25000,211,1236,AUT,SCO
1954,Charmilles,Geneva ,Brazil,5,0,Mexico,13470,211,1249,BRA,MEX
1954,La Pontaise,Lausanne ,Yugoslavia,1,0,France,16000,211,1276,YUG,FRA
1954,Wankdorf Stadium,Berne ,Germany FR,4,1,Turkey,28000,211,1283,FRG,TUR
1954,Hardturm,Zurich ,Hungary,9,0,Korea Republic,13000,211,1294,HUN,KOR
1954,St. Jakob,Basel ,England,4,4,Belgium,14000,211,1240,ENG,BEL
1954,La Pontaise,Lausanne ,Switzerland,2,1,Italy,43000,211,1300,SUI,ITA
1954,St. Jakob,Basel ,Uruguay,7,0,Scotland,34000,211,1313,URU,SCO
1954,Hardturm,Zurich ,Austria,5,0,Czechoslovakia,26000,211,1238,AUT,TCH
1954,Charmilles,Geneva ,France,3,2,Mexico,19000,211,1275,FRA,MEX
1954,La Pontaise,Lausanne ,Brazil,1,1,Yugoslavia,24637,211,1252,BRA,YUG
1954,St. Jakob,Basel ,Hungary,8,3,Germany FR,56000,211,1277,HUN,FRG
1954,Charmilles,Geneva ,Turkey,7,0,Korea Republic,4000,211,1304,TUR,KOR
1954,Wankdorf Stadium,Berne ,England,2,0,Switzerland,43500,211,1263,ENG,SUI
1954,Comunale di Cornaredo,Lugano ,Italy,4,1,Belgium,24000,211,1243,ITA,BEL
1954,Hardturm,Zurich ,Germany FR,7,2,Turkey,17000,211,1284,FRG,TUR
1954,St. Jakob,Basel ,Switzerland,4,1,Italy,30000,211,1301,SUI,ITA
1954,St. Jakob,Basel ,Uruguay,4,2,England,28000,212,1264,URU,ENG
1954,La Pontaise,Lausanne ,Austria,7,5,Switzerland,35000,212,1237,AUT,SUI
1954,Charmilles,Geneva ,Germany FR,2,0,Yugoslavia,17000,212,1285,FRG,YUG
1954,Wankdorf Stadium,Berne ,Hungary,4,2,Brazil,40000,212,1248,HUN,BRA
1954,St. Jakob,Basel ,Germany FR,6,1,Austria,58000,462,1233,FRG,AUT
1954,La Pontaise,Lausanne ,Hungary,4,2,Uruguay,45000,462,1295,HUN,URU
1954,Hardturm,Zurich ,Austria,3,1,Uruguay,32000,3485,1239,AUT,URU
1954,Wankdorf Stadium,Berne ,Germany FR,3,2,Hungary,62500,3484,1278,FRG,HUN
1958,Rasunda Stadium,Solna ,Sweden,3,0,Mexico,34107,220,1415,SWE,MEX
1958,Nya Ullevi,Gothenburg ,Soviet Union,2,2,England,49348,220,1372,URS,ENG
1958,Malmo Stadion,Malm´è_ ,Argentina,1,3,Germany FR,31156,220,1323,ARG,FRG
1958,Jarnvallen,Sandviken ,Hungary,1,1,Wales,15343,220,1407,HUN,WAL
1958,Idrottsparken,Norrk´è_Ping ,France,7,3,Paraguay,16518,220,1386,FRA,PAR
1958,Arosvallen,Vasteras ,Yugoslavia,1,1,Scotland,9591,220,1434,YUG,SCO
1958,Rimnersvallen,Udevalla ,Brazil,3,0,Austria,17788,220,1326,BRA,AUT
1958,Orjans Vall,Halmstad ,Northern Ireland,1,0,Czechoslovakia,10647,220,1421,NIR,TCH
1958,Nya Ullevi,Gothenburg ,Brazil,0,0,England,40895,220,1339,BRA,ENG
1958,Rasunda Stadium,Solna ,Mexico,1,1,Wales,15150,220,1418,MEX,WAL
1958,Idrottsparken,Norrk´è_Ping ,Paraguay,3,2,Scotland,11665,220,1423,PAR,SCO
1958,Arosvallen,Vasteras ,Yugoslavia,3,2,France,12217,220,1388,YUG,FRA
1958,Ryavallen,Boras ,Soviet Union,2,0,Austria,21239,220,1332,URS,AUT
1958,Olympia Stadium,Helsingborg ,Germany FR,2,2,Czechoslovakia,25000,220,1391,FRG,TCH
1958,Orjans Vall,Halmstad ,Argentina,3,1,Northern Ireland,14174,220,1324,ARG,NIR
1958,Rasunda Stadium,Solna ,Sweden,2,1,Hungary,38850,220,1406,SWE,HUN
1958,Rasunda Stadium,Solna ,Sweden,0,0,Wales,30287,220,1438,SWE,WAL
1958,Nya Ullevi,Gothenburg ,Brazil,2,0,Soviet Union,50928,220,1344,BRA,URS
1958,Malmo Stadion,Malm´è_ ,Germany FR,2,2,Northern Ireland,21990,220,1389,FRG,NIR
1958,Jarnvallen,Sandviken ,Hungary,4,0,Mexico,13300,220,1403,HUN,MEX
1958,Tunavallen,Eskilstuna ,Paraguay,3,3,Yugoslavia,13103,220,1426,PAR,YUG
1958,Eyravallen,Orebro ,France,2,1,Scotland,13554,220,1387,FRA,SCO
1958,Ryavallen,Boras ,England,2,2,Austria,15872,220,1327,ENG,AUT
1958,Olympia Stadium,Helsingborg ,Czechoslovakia,6,1,Argentina,16418,220,1325,TCH,ARG
1958,Nya Ullevi,Gothenburg ,Soviet Union,1,0,England,23182,220,1373,URS,ENG
1958,Malmo Stadion,Malm´è_ ,Northern Ireland,2,1,Czechoslovakia,6196,220,1422,NIR,TCH
1958,Rasunda Stadium,Solna ,Wales,2,1,Hungary,2823,220,1408,WAL,HUN
1958,Nya Ullevi,Gothenburg ,Brazil,1,0,Wales,25923,221,1345,BRA,WAL
1958,Malmo Stadion,Malm´è_ ,Germany FR,1,0,Yugoslavia,20055,221,1392,FRG,YUG
1958,Rasunda Stadium,Solna ,Sweden,2,0,Soviet Union,31900,221,1437,SWE,URS
1958,Idrottsparken,Norrk´è_Ping ,France,4,0,Northern Ireland,11800,221,1385,FRA,NIR
1958,Nya Ullevi,Gothenburg ,Sweden,3,1,Germany FR,49471,488,1390,SWE,FRG
1958,Rasunda Stadium,Solna ,Brazil,5,2,France,27100,488,1340,BRA,FRA
